35000
0	2	3	17	200
0	18	16	7	200
0	2	13	7	400
0	10	22	14	200
0	6	9	17	200
0	11	7	25	200
0	9	7	24	400
0	26	20	17	600
0	8	20	16	200
0	5	0	20	600
0	1	0	25	400
1	7	12	24	400
1	9	5	9	200
1	6	0	5	400
1	2	17	18	600
1	10	16	25	800
1	16	1	19	800
1	10	18	15	600
1	2	23	19	200
2	2	0	25	400
2	10	5	11	200
2	1	20	16	600
2	5	22	4	400
2	3	21	5	400
2	6	3	14	400
3	18	25	23	400
3	16	8	23	800
3	13	1	23	400
4	3	20	17	200
5	4	7	24	800
5	10	23	6	400
5	7	27	2	800
5	25	3	12	800
5	2	19	22	200
5	18	5	26	200
5	10	1	4	200
5	23	26	18	600
5	3	9	8	200
5	2	13	7	600
5	30	8	9	600
5	39	21	7	400
5	5	12	25	600
5	6	3	8	800
6	3	21	24	600
6	1	13	12	400
7	3	9	6	800
7	24	16	15	400
7	46	8	9	200
7	28	5	18	600
8	2	21	26	600
8	21	22	16	400
8	1	21	27	800
8	15	11	14	400
8	6	21	25	600
8	25	20	4	400
8	2	16	17	800
8	6	18	17	600
9	7	23	19	800
9	14	14	24	200
9	26	19	12	800
9	4	27	10	600
10	2	15	27	200
10	12	26	8	600
10	11	13	14	200
10	19	11	17	800
10	11	26	10	200
11	14	2	0	600
11	20	21	8	600
11	3	25	3	400
11	1	10	21	200
11	4	14	1	600
11	1	6	22	600
11	1	27	11	800
12	14	0	12	400
12	23	6	21	400
12	3	21	10	800
12	2	13	14	800
12	6	19	3	200
12	8	0	18	600
12	1	13	18	800
12	2	0	21	600
13	13	3	9	200
13	12	18	14	400
13	4	27	2	600
13	22	24	12	200
13	5	2	8	600
13	6	17	6	200
13	12	26	13	600
13	1	26	27	400
14	5	18	21	600
14	2	2	1	800
14	13	24	4	400
15	10	17	16	800
15	2	9	6	200
15	9	15	8	200
15	2	20	13	200
15	32	17	18	600
15	11	23	2	600
15	11	18	10	800
16	2	18	2	400
16	1	11	22	600
16	10	4	26	200
16	19	7	26	600
16	9	12	20	400
16	5	1	4	800
17	10	11	19	600
17	9	7	20	200
17	6	18	17	600
17	18	0	15	800
17	28	12	25	400
17	30	14	21	600
18	1	24	9	800
18	5	21	16	800
18	19	25	19	400
18	1	12	24	200
18	5	15	25	400
18	9	5	24	800
18	7	23	14	400
18	73	3	20	200
18	17	6	15	800
19	32	10	1	800
19	1	20	15	600
19	6	16	23	200
19	20	22	10	200
19	1	9	4	200
19	3	14	10	200
19	9	11	23	400
19	1	11	5	400
19	2	8	1	600
19	15	24	18	200
19	7	20	23	400
20	11	26	14	600
20	20	2	8	400
20	3	6	2	400
20	24	0	11	600
20	9	26	13	400
20	1	17	3	400
20	14	9	24	800
20	2	5	6	400
20	4	27	0	200
20	7	8	15	600
21	9	14	4	200
21	18	3	15	600
21	21	10	2	200
21	22	3	6	200
21	2	6	22	600
21	2	15	24	800
21	13	10	17	400
21	5	21	15	200
21	14	20	23	600
21	29	5	17	800
22	9	18	27	200
22	7	13	11	600
23	13	6	1	400
23	1	1	17	400
23	2	5	11	400
23	2	15	11	600
24	1	24	16	600
24	4	20	19	200
24	18	24	10	800
24	35	1	23	400
24	25	3	9	400
24	14	6	5	800
24	4	13	12	800
24	1	21	13	200
24	3	11	23	600
24	11	12	18	400
24	15	6	18	800
24	5	23	19	200
25	14	1	24	800
25	16	13	3	200
25	2	0	3	400
